,emotion
20133,Happy
20134,Not classified
20135,Sad
20136,Happy
20137,Not classified
20138,Not classified
20139,Happy
20140,Surprise
20141,Not classified
20142,Not classified
20143,Surprise
20144,Not classified
20145,Not classified
20146,Not classified
20147,Fear
20148,Sad
20149,Happy
20150,Happy
20151,Surprise
20152,Not classified
20153,Not classified
20154,Not classified
20155,Not classified
20156,Not classified
20157,Sad
20158,Not classified
20159,Not classified
20160,Not classified
20161,Surprise
20162,Not classified
20163,Sad
20164,Happy
20165,Not classified
20166,Not classified
20167,Not classified
20168,Fear
20169,Not classified
20170,Not classified
20171,Happy
20172,Angry
20173,Sad
20174,Happy
20175,Not classified
20176,Not classified
20177,Happy
20178,Not classified
20179,Not classified
20180,Surprise
20181,Not classified
20182,Not classified
20183,Not classified
20184,Happy
20185,Not classified
20186,Not classified
20187,Happy
20188,Angry
20189,Not classified
20190,Happy
20191,Happy
20192,Happy
20193,Happy
20194,Not classified
20195,Happy
20196,Sad
20197,Not classified
20198,Happy
20199,Not classified
20200,Not classified
20201,Not classified
20202,Surprise
20203,Not classified
20204,Not classified
20205,Happy
20206,Not classified
20207,Surprise
20208,Happy
20209,Not classified
20210,Not classified
20211,Not classified
20212,Not classified
20213,Not classified
20214,Not classified
20215,Not classified
20216,Not classified
20217,Not classified
20218,Happy
20219,Not classified
20220,Happy
20221,Surprise
20222,Not classified
20223,Not classified
20224,Surprise
20225,Not classified
20226,Not classified
20227,Not classified
20228,Not classified
20229,Surprise
20230,Not classified
20231,Happy
20232,Not classified
20233,Not classified
20234,Not classified
20235,Fear
20236,Fear
20237,Sad
20238,Not classified
20239,Not classified
20240,Not classified
20241,Not classified
20242,Happy
20243,Not classified
20244,Not classified
20245,Not classified
20246,Happy
20247,Happy
20248,Not classified
20249,Not classified
20250,Angry
20251,Not classified
20252,Happy
20253,Happy
20254,Not classified
20255,Not classified
20256,Surprise
20257,Happy
20258,Happy
20259,Happy
20260,Not classified
20261,Fear
20262,Fear
20263,Not classified
20264,Happy
20265,Surprise
20266,Fear
20267,Angry
20268,Not classified
20269,Sad
20270,Not classified
20271,Not classified
20272,Sad
20273,Not classified
20274,Sad
20275,Not classified
20276,Not classified
20277,Fear
20278,Sad
20279,Not classified
20280,Happy
20281,Not classified
20282,Not classified
20283,Not classified
20284,Fear
20285,Not classified
20286,Fear
20287,Surprise
20288,Not classified
20289,Not classified
20290,Not classified
20291,Not classified
20292,Sad
20293,Angry
20294,Happy
20295,Not classified
20296,Not classified
20297,Surprise
20298,Happy
20299,Surprise
20300,Not classified
20301,Not classified
20302,Not classified
20303,Not classified
20304,Not classified
20305,Surprise
20306,Surprise
20307,Not classified
20308,Surprise
20309,Happy
20310,Happy
20311,Angry
20312,Not classified
20313,Not classified
20314,Not classified
20315,Not classified
20316,Happy
20317,Fear
20318,Not classified
20319,Not classified
20320,Sad
20321,Not classified
20322,Happy
20323,Happy
20324,Not classified
20325,Not classified
20326,Fear
20327,Angry
20328,Sad
20329,Happy
20330,Not classified
20331,Happy
20332,Not classified
20333,Not classified
20334,Fear
20335,Happy
20336,Not classified
20337,Happy
20338,Angry
20339,Not classified
20340,Not classified
20341,Surprise
20342,Not classified
20343,Happy
20344,Surprise
20345,Not classified
20346,Fear
20347,Surprise
20348,Not classified
20349,Happy
20350,Happy
20351,Happy
20352,Surprise
20353,Not classified
20354,Not classified
20355,Not classified
20356,Not classified
20357,Surprise
20358,Angry
20359,Not classified
20360,Not classified
20361,Not classified
20362,Not classified
20363,Happy
20364,Not classified
20365,Not classified
20366,Not classified
20367,Fear
20368,Not classified
20369,Surprise
20370,Not classified
20371,Not classified
20372,Happy
20373,Sad
20374,Not classified
20375,Not classified
20376,Not classified
20377,Happy
20378,Sad
20379,Happy
20380,Fear
20381,Happy
20382,Happy
20383,Happy
20384,Fear
20385,Angry
20386,Not classified
20387,Not classified
20388,Not classified
20389,Surprise
20390,Not classified
20391,Surprise
20392,Fear
20393,Sad
20394,Not classified
20395,Angry
20396,Not classified
20397,Happy
20398,Fear
20399,Not classified
20400,Not classified
20401,Not classified
20402,Happy
20403,Fear
20404,Not classified
20405,Not classified
20406,Not classified
20407,Fear
20408,Happy
20409,Not classified
20410,Surprise
20411,Not classified
20412,Sad
20413,Fear
20414,Not classified
20415,Happy
20416,Surprise
20417,Not classified
20418,Fear
20419,Not classified
20420,Happy
20421,Not classified
20422,Not classified
20423,Not classified
20424,Not classified
20425,Sad
20426,Happy
20427,Not classified
20428,Not classified
20429,Not classified
20430,Happy
20431,Not classified
20432,Happy
20433,Surprise
20434,Happy
20435,Not classified
20436,Not classified
20437,Happy
20438,Sad
20439,Not classified
20440,Happy
20441,Fear
20442,Angry
20443,Not classified
20444,Not classified
20445,Not classified
20446,Fear
20447,Not classified
20448,Not classified
20449,Not classified
20450,Not classified
20451,Not classified
20452,Happy
20453,Not classified
20454,Angry
20455,Fear
20456,Not classified
20457,Not classified
20458,Happy
20459,Not classified
20460,Sad
20461,Happy
20462,Surprise
20463,Not classified
20464,Not classified
20465,Angry
20466,Surprise
20467,Happy
20468,Not classified
20469,Not classified
20470,Happy
20471,Fear
20472,Surprise
20473,Not classified
20474,Not classified
20475,Not classified
20476,Happy
20477,Surprise
20478,Happy
20479,Angry
20480,Angry
20481,Fear
20482,Not classified
20483,Sad
20484,Happy
20485,Sad
20486,Not classified
20487,Surprise
20488,Not classified
20489,Sad
20490,Not classified
20491,Not classified
20492,Not classified
20493,Not classified
20494,Not classified
20495,Happy
20496,Sad
20497,Happy
20498,Surprise
20499,Sad
20500,Not classified
20501,Surprise
20502,Not classified
20503,Happy
20504,Not classified
20505,Sad
20506,Not classified
20507,Surprise
20508,Not classified
20509,Happy
20510,Not classified
20511,Sad
20512,Not classified
20513,Not classified
20514,Not classified
20515,Happy
20516,Not classified
20517,Happy
20518,Not classified
20519,Surprise
20520,Not classified
20521,Not classified
20522,Not classified
20523,Not classified
20524,Not classified
20525,Sad
20526,Happy
20527,Not classified
20528,Happy
20529,Not classified
20530,Not classified
20531,Happy
20532,Not classified
20533,Not classified
20534,Surprise
20535,Not classified
20536,Fear
20537,Fear
20538,Fear
20539,Surprise
20540,Surprise
20541,Not classified
20542,Not classified
20543,Sad
20544,Happy
20545,Happy
20546,Surprise
20547,Not classified
20548,Not classified
20549,Happy
20550,Not classified
20551,Not classified
20552,Not classified
20553,Surprise
20554,Happy
20555,Surprise
20556,Surprise
20557,Sad
20558,Not classified
20559,Not classified
20560,Happy
20561,Angry
20562,Happy
20563,Not classified
20564,Not classified
20565,Sad
20566,Happy
20567,Not classified
20568,Not classified
20569,Happy
20570,Surprise
20571,Not classified
20572,Surprise
20573,Fear
20574,Surprise
20575,Happy
20576,Fear
20577,Not classified
20578,Happy
20579,Fear
20580,Happy
20581,Happy
20582,Surprise
20583,Not classified
20584,Not classified
20585,Not classified
20586,Not classified
20587,Sad
20588,Not classified
20589,Not classified
20590,Not classified
20591,Not classified
20592,Surprise
20593,Not classified
20594,Not classified
20595,Not classified
20596,Surprise
20597,Surprise
20598,Sad
20599,Sad
20600,Not classified
20601,Surprise
20602,Happy
20603,Happy
20604,Fear
20605,Not classified
20606,Not classified
20607,Not classified
20608,Surprise
20609,Angry
20610,Not classified
20611,Not classified
20612,Not classified
20613,Not classified
20614,Not classified
20615,Happy
20616,Fear
20617,Not classified
20618,Not classified
20619,Not classified
20620,Not classified
20621,Happy
20622,Fear
20623,Not classified
20624,Not classified
20625,Happy
20626,Angry
20627,Not classified
20628,Not classified
20629,Angry
20630,Happy
20631,Surprise
20632,Happy
20633,Not classified
20634,Not classified
20635,Angry
20636,Sad
20637,Not classified
20638,Not classified
20639,Fear
20640,Not classified
20641,Not classified
20642,Sad
20643,Not classified
20644,Not classified
20645,Sad
20646,Fear
20647,Happy
20648,Not classified
20649,Surprise
20650,Happy
20651,Not classified
20652,Not classified
20653,Not classified
20654,Surprise
20655,Happy
20656,Not classified
20657,Surprise
20658,Sad
20659,Not classified
20660,Sad
20661,Fear
20662,Surprise
20663,Not classified
20664,Not classified
20665,Not classified
20666,Not classified
20667,Not classified
20668,Not classified
20669,Not classified
20670,Not classified
20671,Happy
20672,Not classified
20673,Happy
20674,Not classified
20675,Surprise
20676,Not classified
20677,Not classified
20678,Not classified
20679,Not classified
20680,Not classified
20681,Surprise
20682,Happy
20683,Fear
20684,Surprise
20685,Fear
20686,Surprise
20687,Fear
20688,Sad
20689,Angry
20690,Not classified
20691,Happy
20692,Happy
20693,Surprise
20694,Happy
20695,Not classified
20696,Not classified
20697,Happy
20698,Not classified
20699,Not classified
20700,Not classified
20701,Surprise
20702,Not classified
20703,Sad
20704,Fear
20705,Surprise
20706,Not classified
20707,Not classified
20708,Not classified
20709,Not classified
20710,Sad
20711,Angry
20712,Sad
20713,Happy
20714,Fear
20715,Not classified
20716,Fear
20717,Not classified
20718,Happy
20719,Fear
20720,Not classified
20721,Not classified
20722,Not classified
20723,Not classified
20724,Not classified
20725,Not classified
20726,Not classified
20727,Not classified
20728,Fear
20729,Not classified
20730,Not classified
20731,Angry
20732,Not classified
20733,Not classified
20734,Sad
20735,Not classified
20736,Not classified
20737,Happy
20738,Sad
20739,Fear
20740,Not classified
20741,Not classified
20742,Happy
20743,Not classified
20744,Surprise
20745,Not classified
20746,Not classified
20747,Happy
20748,Not classified
20749,Not classified
20750,Not classified
20751,Not classified
20752,Fear
20753,Happy
20754,Not classified
20755,Not classified
20756,Surprise
20757,Sad
20758,Surprise
20759,Not classified
20760,Happy
20761,Not classified
20762,Fear
20763,Happy
20764,Happy
20765,Not classified
20766,Not classified
20767,Not classified
20768,Sad
20769,Not classified
20770,Not classified
20771,Happy
20772,Sad
20773,Fear
20774,Not classified
20775,Happy
20776,Fear
20777,Not classified
20778,Happy
20779,Not classified
20780,Not classified
20781,Not classified
20782,Not classified
20783,Not classified
20784,Not classified
20785,Fear
20786,Not classified
20787,Surprise
20788,Not classified
20789,Happy
20790,Not classified
20791,Not classified
20792,Not classified
20793,Happy
20794,Not classified
20795,Not classified
20796,Not classified
20797,Not classified
20798,Not classified
20799,Fear
20800,Fear
20801,Not classified
20802,Happy
20803,Not classified
20804,Not classified
20805,Happy
20806,Fear
20807,Not classified
20808,Happy
20809,Not classified
20810,Surprise
20811,Not classified
20812,Not classified
20813,Fear
20814,Angry
20815,Not classified
20816,Sad
20817,Not classified
20818,Surprise
20819,Happy
20820,Not classified
20821,Not classified
20822,Surprise
20823,Not classified
20824,Happy
20825,Not classified
20826,Sad
20827,Sad
20828,Not classified
20829,Happy
20830,Not classified
20831,Surprise
20832,Not classified
20833,Happy
20834,Not classified
20835,Not classified
20836,Not classified
20837,Sad
20838,Not classified
20839,Not classified
20840,Happy
20841,Fear
20842,Surprise
20843,Not classified
20844,Not classified
20845,Happy
20846,Not classified
20847,Not classified
20848,Happy
20849,Happy
20850,Not classified
20851,Happy
20852,Not classified
20853,Not classified
20854,Not classified
20855,Happy
20856,Happy
20857,Happy
20858,Not classified
20859,Happy
20860,Fear
20861,Not classified
20862,Fear
20863,Not classified
20864,Not classified
20865,Fear
20866,Angry
20867,Fear
20868,Not classified
20869,Surprise
20870,Not classified
20871,Happy
20872,Not classified
20873,Happy
20874,Happy
20875,Happy
20876,Not classified
20877,Not classified
20878,Sad
20879,Happy
20880,Happy
20881,Not classified
20882,Not classified
20883,Not classified
20884,Not classified
20885,Not classified
20886,Sad
20887,Not classified
20888,Fear
20889,Not classified
20890,Sad
20891,Fear
20892,Angry
20893,Sad
20894,Not classified
20895,Angry
20896,Fear
20897,Not classified
20898,Happy
20899,Not classified
20900,Not classified
20901,Not classified
20902,Happy
20903,Happy
20904,Sad
20905,Fear
20906,Happy
20907,Not classified
20908,Surprise
20909,Happy
20910,Surprise
20911,Not classified
20912,Not classified
20913,Happy
20914,Fear
20915,Not classified
20916,Happy
20917,Not classified
20918,Happy
20919,Fear
20920,Fear
20921,Not classified
20922,Not classified
20923,Angry
20924,Happy
20925,Happy
20926,Not classified
20927,Not classified
20928,Not classified
20929,Fear
20930,Happy
20931,Not classified
20932,Surprise
20933,Not classified
20934,Fear
20935,Fear
20936,Not classified
20937,Sad
20938,Fear
20939,Happy
20940,Sad
20941,Not classified
20942,Angry
20943,Not classified
20944,Happy
20945,Not classified
20946,Angry
20947,Not classified
20948,Not classified
20949,Not classified
20950,Not classified
20951,Sad
20952,Surprise
20953,Fear
20954,Not classified
20955,Happy
20956,Angry
20957,Surprise
20958,Angry
20959,Happy
20960,Happy
20961,Not classified
20962,Not classified
20963,Not classified
20964,Not classified
20965,Fear
20966,Not classified
20967,Happy
20968,Not classified
20969,Happy
20970,Angry
20971,Happy
20972,Not classified
20973,Not classified
20974,Not classified
20975,Not classified
20976,Sad
20977,Not classified
20978,Not classified
20979,Not classified
20980,Not classified
20981,Happy
20982,Not classified
20983,Happy
20984,Not classified
20985,Surprise
20986,Not classified
20987,Not classified
20988,Not classified
20989,Happy
20990,Sad
20991,Not classified
20992,Not classified
20993,Not classified
20994,Surprise
20995,Surprise
20996,Happy
20997,Not classified
20998,Surprise
20999,Not classified
21000,Not classified
21001,Surprise
21002,Happy
21003,Surprise
21004,Not classified
21005,Not classified
21006,Surprise
21007,Happy
21008,Not classified
21009,Not classified
21010,Sad
21011,Not classified
21012,Not classified
21013,Not classified
21014,Fear
21015,Not classified
21016,Happy
21017,Not classified
21018,Sad
21019,Happy
21020,Happy
21021,Happy
21022,Happy
21023,Not classified
21024,Not classified
21025,Happy
21026,Happy
21027,Not classified
21028,Surprise
21029,Not classified
21030,Angry
21031,Surprise
21032,Sad
21033,Sad
21034,Angry
21035,Sad
21036,Happy
21037,Not classified
21038,Not classified
21039,Not classified
21040,Not classified
21041,Sad
21042,Not classified
21043,Sad
21044,Happy
21045,Not classified
21046,Not classified
21047,Not classified
21048,Sad
21049,Not classified
21050,Sad
21051,Not classified
21052,Surprise
21053,Not classified
21054,Not classified
21055,Angry
21056,Happy
21057,Not classified
21058,Sad
21059,Not classified
21060,Fear
21061,Angry
21062,Sad
21063,Surprise
21064,Not classified
21065,Fear
21066,Not classified
21067,Sad
21068,Happy
21069,Not classified
21070,Not classified
21071,Happy
21072,Not classified
21073,Not classified
21074,Sad
21075,Happy
21076,Not classified
21077,Surprise
21078,Happy
21079,Not classified
21080,Surprise
21081,Surprise
21082,Surprise
21083,Not classified
21084,Not classified
21085,Happy
21086,Not classified
21087,Happy
21088,Not classified
21089,Not classified
21090,Angry
21091,Not classified
21092,Not classified
21093,Not classified
21094,Not classified
21095,Fear
21096,Fear
21097,Not classified
21098,Happy
21099,Surprise
21100,Surprise
21101,Not classified
21102,Sad
21103,Happy
21104,Happy
21105,Not classified
21106,Sad
21107,Not classified
21108,Happy
21109,Sad
21110,Not classified
21111,Happy
21112,Happy
21113,Happy
21114,Not classified
21115,Not classified
21116,Surprise
21117,Sad
21118,Not classified
21119,Surprise
21120,Happy
21121,Happy
21122,Not classified
21123,Not classified
21124,Happy
21125,Happy
21126,Surprise
21127,Happy
21128,Surprise
21129,Not classified
21130,Not classified
21131,Happy
21132,Not classified
21133,Happy
21134,Not classified
21135,Not classified
21136,Not classified
21137,Happy
21138,Happy
21139,Not classified
21140,Not classified
21141,Sad
21142,Not classified
21143,Not classified
21144,Not classified
21145,Sad
21146,Not classified
21147,Surprise
21148,Not classified
21149,Not classified
21150,Happy
21151,Not classified
21152,Surprise
21153,Not classified
21154,Not classified
21155,Happy
21156,Fear
21157,Not classified
21158,Not classified
21159,Not classified
21160,Happy
21161,Fear
21162,Happy
21163,Not classified
21164,Not classified
21165,Angry
21166,Surprise
21167,Not classified
21168,Not classified
21169,Not classified
21170,Not classified
21171,Fear
21172,Happy
21173,Sad
21174,Not classified
21175,Not classified
21176,Angry
21177,Not classified
21178,Angry
21179,Not classified
21180,Not classified
21181,Happy
21182,Happy
21183,Fear
21184,Not classified
21185,Not classified
21186,Not classified
21187,Surprise
21188,Not classified
21189,Happy
21190,Not classified
21191,Angry
21192,Not classified
21193,Not classified
21194,Fear
21195,Not classified
21196,Sad
21197,Not classified
21198,Sad
21199,Not classified
21200,Surprise
21201,Sad
21202,Sad
21203,Surprise
21204,Fear
21205,Sad
21206,Sad
21207,Not classified
21208,Not classified
21209,Happy
21210,Fear
21211,Sad
21212,Not classified
21213,Not classified
21214,Surprise
21215,Sad
21216,Not classified
21217,Surprise
21218,Not classified
21219,Surprise
21220,Fear
21221,Not classified
21222,Surprise
21223,Fear
21224,Surprise
21225,Sad
21226,Fear
21227,Not classified
21228,Not classified
21229,Not classified
21230,Not classified
21231,Angry
21232,Not classified
21233,Sad
21234,Not classified
21235,Happy
21236,Happy
21237,Happy
21238,Sad
21239,Happy
21240,Not classified
21241,Not classified
21242,Not classified
21243,Not classified
21244,Sad
21245,Surprise
21246,Surprise
21247,Not classified
21248,Not classified
21249,Surprise
21250,Fear
21251,Happy
21252,Happy
21253,Not classified
21254,Not classified
21255,Happy
21256,Happy
21257,Happy
21258,Not classified
21259,Sad
21260,Not classified
21261,Not classified
21262,Not classified
21263,Not classified
21264,Not classified
21265,Happy
21266,Not classified
21267,Not classified
21268,Surprise
21269,Not classified
21270,Happy
21271,Fear
21272,Not classified
21273,Not classified
21274,Not classified
21275,Angry
21276,Not classified
21277,Not classified
21278,Angry
21279,Happy
21280,Fear
21281,Angry
21282,Not classified
21283,Not classified
21284,Not classified
21285,Not classified
21286,Happy
21287,Not classified
21288,Surprise
21289,Not classified
21290,Happy
21291,Fear
21292,Not classified
21293,Sad
21294,Not classified
21295,Angry
21296,Sad
21297,Surprise
21298,Sad
21299,Not classified
21300,Surprise
21301,Surprise
21302,Happy
21303,Not classified
21304,Fear
21305,Sad
21306,Not classified
21307,Sad
21308,Happy
21309,Happy
21310,Surprise
21311,Not classified
21312,Not classified
21313,Not classified
21314,Fear
21315,Not classified
21316,Sad
21317,Not classified
21318,Fear
21319,Happy
21320,Surprise
21321,Fear
21322,Surprise
21323,Not classified
21324,Not classified
21325,Angry
21326,Angry
21327,Surprise
21328,Not classified
21329,Not classified
21330,Not classified
21331,Fear
21332,Sad
21333,Surprise
21334,Sad
21335,Not classified
21336,Not classified
21337,Sad
21338,Not classified
21339,Not classified
21340,Fear
21341,Angry
21342,Happy
21343,Not classified
21344,Happy
21345,Not classified
21346,Fear
21347,Angry
21348,Not classified
21349,Not classified
21350,Happy
21351,Surprise
21352,Not classified
21353,Surprise
21354,Not classified
21355,Surprise
21356,Not classified
21357,Not classified
21358,Surprise
21359,Angry
21360,Happy
21361,Sad
21362,Happy
21363,Fear
21364,Sad
21365,Not classified
21366,Not classified
21367,Happy
21368,Not classified
21369,Not classified
21370,Angry
21371,Happy
21372,Not classified
21373,Surprise
21374,Not classified
21375,Not classified
21376,Happy
21377,Not classified
21378,Happy
21379,Sad
21380,Not classified
21381,Not classified
21382,Happy
21383,Fear
21384,Not classified
21385,Fear
21386,Fear
21387,Surprise
21388,Not classified
21389,Not classified
21390,Happy
21391,Not classified
21392,Angry
21393,Not classified
21394,Surprise
21395,Happy
21396,Not classified
21397,Not classified
21398,Not classified
21399,Surprise
21400,Surprise
21401,Happy
21402,Not classified
21403,Not classified
21404,Not classified
21405,Not classified
21406,Fear
21407,Not classified
21408,Angry
21409,Not classified
21410,Not classified
21411,Not classified
21412,Not classified
21413,Not classified
21414,Happy
21415,Sad
21416,Happy
21417,Happy
21418,Not classified
21419,Happy
21420,Not classified
21421,Happy
21422,Happy
21423,Not classified
21424,Not classified
21425,Not classified
21426,Not classified
21427,Happy
21428,Not classified
21429,Not classified
21430,Sad
21431,Angry
21432,Not classified
21433,Not classified
21434,Happy
21435,Not classified
21436,Angry
21437,Happy
21438,Sad
21439,Not classified
21440,Not classified
21441,Not classified
21442,Not classified
21443,Not classified
21444,Fear
21445,Happy
21446,Surprise
21447,Fear
21448,Happy
21449,Sad
21450,Not classified
21451,Fear
21452,Sad
21453,Not classified
21454,Happy
21455,Happy
21456,Sad
21457,Not classified
21458,Not classified
21459,Not classified
21460,Not classified
21461,Surprise
21462,Not classified
21463,Happy
21464,Sad
21465,Happy
21466,Not classified
21467,Not classified
21468,Not classified
21469,Not classified
21470,Not classified
21471,Not classified
21472,Surprise
21473,Angry
21474,Fear
21475,Fear
21476,Not classified
21477,Happy
21478,Not classified
21479,Surprise
21480,Fear
21481,Surprise
21482,Sad
21483,Happy
21484,Angry
21485,Surprise
21486,Not classified
21487,Not classified
21488,Not classified
21489,Not classified
21490,Sad
21491,Not classified
21492,Fear
21493,Angry
21494,Surprise
21495,Surprise
21496,Sad
21497,Not classified
21498,Not classified
21499,Not classified
21500,Not classified
21501,Happy
21502,Not classified
21503,Happy
21504,Surprise
21505,Fear
21506,Surprise
21507,Happy
21508,Surprise
21509,Not classified
21510,Sad
21511,Not classified
21512,Happy
21513,Fear
21514,Not classified
21515,Fear
21516,Not classified
21517,Not classified
21518,Happy
21519,Not classified
21520,Not classified
21521,Not classified
21522,Sad
21523,Fear
21524,Happy
21525,Fear
21526,Happy
21527,Surprise
21528,Not classified
21529,Not classified
21530,Not classified
21531,Fear
21532,Not classified
21533,Not classified
21534,Sad
21535,Not classified
21536,Angry
21537,Not classified
21538,Not classified
21539,Not classified
21540,Not classified
21541,Not classified
21542,Sad
21543,Not classified
21544,Not classified
21545,Angry
21546,Not classified
21547,Fear
21548,Happy
21549,Happy
21550,Not classified
21551,Not classified
21552,Not classified
21553,Surprise
21554,Surprise
21555,Not classified
21556,Fear
21557,Fear
21558,Surprise
21559,Angry
21560,Happy
21561,Happy
21562,Not classified
21563,Surprise
21564,Fear
21565,Not classified
21566,Not classified
21567,Not classified
21568,Not classified
21569,Happy
21570,Not classified
21571,Happy
21572,Not classified
21573,Not classified
21574,Not classified
21575,Fear
21576,Not classified
21577,Not classified
21578,Not classified
21579,Not classified
21580,Not classified
21581,Angry
21582,Happy
21583,Happy
21584,Not classified
21585,Angry
21586,Not classified
21587,Not classified
21588,Not classified
21589,Happy
21590,Fear
21591,Happy
21592,Happy
21593,Angry
21594,Surprise
21595,Happy
21596,Sad
21597,Not classified
21598,Surprise
21599,Not classified
21600,Happy
21601,Not classified
21602,Surprise
21603,Not classified
21604,Not classified
21605,Not classified
21606,Not classified
21607,Happy
21608,Not classified
21609,Sad
21610,Not classified
21611,Not classified
21612,Not classified
21613,Angry
21614,Sad
21615,Fear
21616,Not classified
21617,Happy
21618,Not classified
21619,Not classified
21620,Not classified
21621,Sad
21622,Not classified
21623,Angry
21624,Happy
21625,Not classified
21626,Not classified
21627,Fear
21628,Not classified
21629,Happy
21630,Surprise
21631,Not classified
21632,Surprise
21633,Not classified
21634,Not classified
21635,Not classified
21636,Surprise
21637,Happy
21638,Not classified
21639,Fear
21640,Surprise
21641,Sad
21642,Surprise
21643,Angry
21644,Surprise
21645,Not classified
21646,Surprise
21647,Surprise
21648,Fear
21649,Not classified
21650,Angry
21651,Not classified
21652,Fear
21653,Not classified
21654,Happy
21655,Not classified
21656,Not classified
21657,Not classified
21658,Not classified
21659,Not classified
21660,Sad
21661,Not classified
21662,Not classified
21663,Happy
21664,Surprise
21665,Fear
21666,Not classified
21667,Not classified
21668,Angry
21669,Happy
21670,Fear
21671,Fear
21672,Not classified
21673,Fear
21674,Fear
21675,Not classified
21676,Happy
21677,Not classified
21678,Not classified
21679,Not classified
21680,Angry
21681,Not classified
21682,Fear
21683,Surprise
21684,Not classified
21685,Not classified
21686,Not classified
21687,Fear
21688,Not classified
21689,Surprise
21690,Not classified
21691,Happy
21692,Not classified
21693,Not classified
21694,Not classified
21695,Surprise
21696,Not classified
21697,Not classified
21698,Surprise
21699,Fear
21700,Not classified
21701,Sad
21702,Surprise
21703,Sad
21704,Happy
21705,Happy
21706,Not classified
21707,Happy
21708,Happy
21709,Happy
21710,Not classified
21711,Sad
21712,Happy
21713,Fear
21714,Happy
21715,Not classified
21716,Not classified
21717,Not classified
21718,Not classified
21719,Happy
21720,Happy
21721,Not classified
21722,Angry
21723,Not classified
21724,Happy
21725,Surprise
21726,Not classified
21727,Sad
21728,Happy
21729,Not classified
21730,Fear
21731,Fear
21732,Not classified
21733,Not classified
21734,Happy
21735,Happy
21736,Not classified
21737,Sad
21738,Not classified
21739,Happy
21740,Not classified
21741,Sad
21742,Sad
21743,Not classified
21744,Happy
21745,Happy
21746,Happy
21747,Fear
21748,Not classified
21749,Not classified
21750,Happy
21751,Happy
21752,Sad
21753,Happy
21754,Not classified
21755,Happy
21756,Not classified
21757,Not classified
21758,Not classified
21759,Happy
21760,Angry
21761,Not classified
21762,Not classified
21763,Not classified
21764,Not classified
21765,Not classified
21766,Not classified
21767,Happy
21768,Fear
21769,Fear
21770,Not classified
21771,Happy
21772,Surprise
21773,Not classified
21774,Angry
21775,Not classified
21776,Happy
21777,Not classified
21778,Happy
21779,Not classified
21780,Happy
21781,Not classified
21782,Not classified
21783,Not classified
21784,Not classified
21785,Not classified
21786,Not classified
21787,Not classified
21788,Not classified
21789,Surprise
21790,Angry
21791,Not classified
21792,Not classified
21793,Not classified
21794,Not classified
21795,Not classified
21796,Sad
21797,Not classified
21798,Not classified
21799,Not classified
21800,Sad
21801,Not classified
21802,Happy
21803,Not classified
21804,Not classified
21805,Not classified
21806,Not classified
21807,Not classified
21808,Happy
21809,Not classified
21810,Not classified
21811,Surprise
21812,Not classified
21813,Not classified
21814,Not classified
21815,Not classified
21816,Sad
21817,Not classified
21818,Fear
21819,Not classified
21820,Happy
21821,Surprise
21822,Happy
21823,Not classified
21824,Happy
21825,Not classified
21826,Not classified
21827,Not classified
21828,Happy
21829,Happy
21830,Surprise
21831,Not classified
21832,Sad
21833,Not classified
21834,Not classified
21835,Not classified
21836,Not classified
21837,Fear
21838,Happy
21839,Not classified
21840,Happy
21841,Not classified
21842,Not classified
21843,Not classified
21844,Happy
21845,Not classified
21846,Not classified
21847,Not classified
21848,Fear
21849,Happy
21850,Not classified
21851,Not classified
21852,Happy
21853,Sad
21854,Happy
21855,Not classified
21856,Surprise
21857,Not classified
21858,Not classified
21859,Not classified
21860,Happy
21861,Not classified
21862,Not classified
21863,Not classified
21864,Not classified
21865,Angry
21866,Not classified
21867,Happy
21868,Fear
21869,Angry
21870,Not classified
21871,Not classified
21872,Fear
21873,Surprise
21874,Not classified
21875,Surprise
21876,Not classified
21877,Not classified
21878,Not classified
21879,Not classified
21880,Not classified
21881,Angry
21882,Not classified
21883,Angry
21884,Not classified
21885,Not classified
21886,Surprise
21887,Happy
21888,Not classified
21889,Fear
21890,Angry
21891,Happy
21892,Happy
21893,Not classified
21894,Sad
21895,Not classified
21896,Not classified
21897,Not classified
21898,Not classified
21899,Surprise
21900,Not classified
21901,Not classified
21902,Happy
21903,Not classified
21904,Not classified
21905,Not classified
21906,Happy
21907,Fear
21908,Not classified
21909,Surprise
21910,Not classified
21911,Not classified
21912,Not classified
21913,Sad
21914,Not classified
21915,Not classified
21916,Not classified
21917,Angry
21918,Not classified
21919,Happy
21920,Not classified
21921,Not classified
21922,Surprise
21923,Not classified
21924,Angry
21925,Not classified
21926,Not classified
21927,Not classified
21928,Happy
21929,Happy
21930,Not classified
21931,Sad
21932,Not classified
21933,Not classified
21934,Happy
21935,Fear
21936,Fear
21937,Not classified
21938,Not classified
21939,Surprise
21940,Happy
21941,Not classified
21942,Surprise
21943,Not classified
21944,Not classified
21945,Not classified
21946,Not classified
21947,Not classified
21948,Not classified
21949,Not classified
21950,Not classified
21951,Happy
21952,Fear
21953,Angry
21954,Happy
21955,Happy
21956,Surprise
21957,Happy
21958,Not classified
21959,Not classified
21960,Angry
21961,Happy
21962,Not classified
21963,Not classified
21964,Not classified
21965,Not classified
21966,Fear
21967,Not classified
21968,Not classified
21969,Not classified
21970,Sad
21971,Surprise
21972,Happy
21973,Not classified
